date,destination,lat,lon,is_weekend,month,dow,temp_c,rain,marketing_spend,social_sentiment,price_index,bookings,avg_party_size,channel,lead_time_days,rooms_available,guides_available,vehicles_available
2024-04-28,Andaman,11.7401,92.6586,1,4,6,32.1,0,531.32,0.632,93.88,512,3,App,2,900,120,300
2024-06-26,Leh,34.1526,77.5771,0,6,2,22.0,0,561.59,0.641,93.79,166,3,Agent,25,600,90,220
2024-01-30,Manali,32.2432,77.1892,0,1,1,7.9,0,477.57,0.508,69.14,653,3,App,24,1200,140,450
2025-06-12,Andaman,11.7401,92.6586,0,6,3,37.7,0,150.0,1.0,82.56,150,1,Web,3,900,120,300
2024-05-14,Leh,34.1526,77.5771,0,5,1,19.6,0,384.01,0.12,108.71,466,1,Agent,17,600,90,220
2025-05-19,Andaman,11.7401,92.6586,0,5,0,37.3,0,352.88,0.249,93.34,454,3,Web,15,900,120,300
2025-06-22,Jaipur,26.9124,75.7873,1,6,6,39.2,1,450.2,-1.0,62.83,854,2,Web,13,1500,180,600
2025-02-10,Varanasi,25.3176,82.9739,0,2,0,20.8,0,511.29,0.382,51.35,916,2,App,5,1400,160,500
2025-02-17,Leh,34.1526,77.5771,0,2,0,5.2,0,289.56,-0.699,95.9,143,2,App,1,600,90,220
2024-07-11,Leh,34.1526,77.5771,0,7,3,17.6,0,290.56,0.309,97.89,322,3,Kiosk,2,600,90,220
2025-02-13,Goa,15.2993,74.124,0,2,3,26.7,0,227.19,1.0,88.45,783,2,Web,22,2000,250,800
2024-12-29,Agra,27.1767,78.0081,1,12,6,16.1,0,52.63,0.16,61.62,227,2,App,14,1300,150,550
2025-03-06,Varanasi,25.3176,82.9739,0,3,3,26.8,0,712.84,0.304,49.41,297,2,Web,9,1400,160,500
2024-03-22,Andaman,11.7401,92.6586,0,3,4,28.5,1,346.22,-0.312,79.6,13,2,Kiosk,9,900,120,300
2024-07-07,Andaman,11.7401,92.6586,1,7,6,38.0,0,712.19,0.292,91.55,827,2,App,17,900,120,300
2025-05-15,Varanasi,25.3176,82.9739,0,5,3,36.4,0,66.03,0.104,57.73,448,1,Kiosk,4,1400,160,500
2024-03-23,Goa,15.2993,74.124,1,3,5,30.3,1,496.07,0.544,78.07,917,2,Kiosk,17,2000,250,800
2024-03-14,Leh,34.1526,77.5771,0,3,3,11.5,0,61.23,0.434,94.72,249,2,Kiosk,13,600,90,220
2024-06-18,Varanasi,25.3176,82.9739,0,6,1,37.7,0,114.86,0.35,42.07,616,2,Web,13,1400,160,500
2024-06-04,Agra,27.1767,78.0081,0,6,1,37.5,0,304.8,0.428,63.32,150,2,Agent,37,1300,150,550
2024-07-02,Jaipur,26.9124,75.7873,0,7,1,37.3,0,233.96,0.503,70.03,286,2,Kiosk,13,1500,180,600
2025-08-21,Manali,32.2432,77.1892,0,8,3,18.7,0,340.76,0.124,72.47,425,3,Agent,19,1200,140,450
2024-01-18,Manali,32.2432,77.1892,0,1,3,7.0,0,1031.75,0.537,74.1,955,2,Web,8,1200,140,450
2024-03-23,Kerala,10.8505,76.2711,1,3,5,29.6,0,332.93,-1.0,70.74,545,1,Agent,9,1700,220,700
2024-03-01,Agra,27.1767,78.0081,0,3,4,28.7,0,344.55,0.044,50.48,281,2,App,11,1300,150,550
2025-07-29,Agra,27.1767,78.0081,0,7,1,35.3,0,239.68,0.708,52.93,258,3,Agent,10,1300,150,550
2024-12-28,Jaipur,26.9124,75.7873,1,12,5,18.3,1,82.76,-0.399,60.97,352,2,App,18,1500,180,600
2025-07-18,Manali,32.2432,77.1892,0,7,4,24.9,0,461.26,0.254,73.63,585,2,Agent,12,1200,140,450
2025-08-03,Manali,32.2432,77.1892,1,8,6,19.3,0,496.49,0.668,75.19,361,2,Kiosk,15,1200,140,450
2024-03-10,Jaipur,26.9124,75.7873,1,3,6,29.2,0,390.16,0.693,73.09,1011,2,Agent,17,1500,180,600
2024-03-17,Kerala,10.8505,76.2711,1,3,6,28.8,0,548.76,0.731,70.43,1043,1,Kiosk,27,1700,220,700
2024-07-17,Agra,27.1767,78.0081,0,7,2,37.0,0,554.42,1.0,59.04,422,2,Kiosk,3,1300,150,550
2025-01-23,Manali,32.2432,77.1892,0,1,3,5.4,0,686.9,0.218,86.46,340,1,Agent,14,1200,140,450
2024-10-27,Leh,34.1526,77.5771,1,10,6,5.1,0,184.03,-0.206,92.41,235,4,Agent,5,600,90,220
2024-01-17,Varanasi,25.3176,82.9739,0,1,2,18.5,0,44.84,0.252,53.76,180,2,Kiosk,2,1400,160,500
2024-12-25,Kerala,10.8505,76.2711,0,12,2,18.9,0,460.83,0.687,77.64,877,2,App,8,1700,220,700
2025-07-14,Kerala,10.8505,76.2711,0,7,0,38.6,0,72.92,0.446,71.53,469,1,App,34,1700,220,700
2025-02-25,Jaipur,26.9124,75.7873,0,2,1,22.7,0,166.38,-0.259,57.03,391,2,Web,8,1500,180,600
2024-11-04,Manali,32.2432,77.1892,0,11,0,5.1,0,993.28,-0.104,81.97,431,3,App,3,1200,140,450
2025-02-14,Agra,27.1767,78.0081,0,2,4,22.8,0,621.74,-0.657,55.27,550,2,App,11,1300,150,550
2025-03-09,Andaman,11.7401,92.6586,1,3,6,28.3,0,909.89,0.815,88.83,853,2,Web,8,900,120,300
2025-08-22,Jaipur,26.9124,75.7873,0,8,4,32.8,0,349.76,0.905,52.55,631,2,App,1,1500,180,600
2024-11-27,Kerala,10.8505,76.2711,0,11,2,20.2,1,493.84,-0.317,68.32,733,1,App,19,1700,220,700
2025-02-03,Jaipur,26.9124,75.7873,0,2,0,24.5,0,105.62,0.501,64.75,570,2,Agent,6,1500,180,600
2024-02-07,Agra,27.1767,78.0081,0,2,2,23.0,0,145.01,0.206,60.72,471,2,Agent,27,1300,150,550
2025-04-26,Andaman,11.7401,92.6586,1,4,5,34.1,0,1150.49,0.897,82.91,368,2,Web,6,900,120,300
2024-01-14,Varanasi,25.3176,82.9739,1,1,6,19.5,0,345.7,-1.0,48.34,391,3,Agent,3,1400,160,500
2024-06-01,Jaipur,26.9124,75.7873,1,6,5,37.4,1,603.91,0.568,65.34,442,3,Agent,4,1500,180,600
2024-04-27,Goa,15.2993,74.124,1,4,5,34.2,0,949.48,-0.14,92.87,1050,2,Agent,1,2000,250,800
2025-05-30,Varanasi,25.3176,82.9739,0,5,4,35.4,0,17.06,0.755,43.94,547,2,App,11,1400,160,500
2024-09-07,Kerala,10.8505,76.2711,1,9,5,28.5,0,751.74,-0.426,71.47,625,2,Web,4,1700,220,700
2024-02-11,Leh,34.1526,77.5771,1,2,6,4.4,0,429.22,0.966,101.47,703,2,Kiosk,28,600,90,220
2025-09-25,Agra,27.1767,78.0081,0,9,3,28.0,0,770.75,-0.079,51.1,542,3,App,10,1300,150,550
2024-09-30,Kerala,10.8505,76.2711,0,9,0,29.7,0,290.17,0.598,67.9,736,2,Web,39,1700,220,700
2024-01-11,Goa,15.2993,74.124,0,1,3,21.5,0,741.95,0.238,82.28,806,1,Agent,19,2000,250,800
2024-02-24,Kerala,10.8505,76.2711,1,2,5,23.6,0,268.83,-0.111,63.66,522,1,App,1,1700,220,700
2025-02-04,Goa,15.2993,74.124,0,2,1,27.1,0,159.84,0.262,71.8,762,2,Web,8,2000,250,800
2025-04-09,Manali,32.2432,77.1892,0,4,2,19.8,0,128.03,-0.09,66.76,451,2,Agent,17,1200,140,450
2024-11-21,Jaipur,26.9124,75.7873,0,11,3,19.4,0,250.84,-0.651,51.93,330,2,Kiosk,9,1500,180,600
2024-07-14,Manali,32.2432,77.1892,1,7,6,23.5,0,675.28,-0.4,70.18,630,3,Kiosk,26,1200,140,450
2025-09-27,Goa,15.2993,74.124,1,9,5,28.5,0,222.17,0.535,72.54,909,3,Agent,6,2000,250,800
2025-01-02,Goa,15.2993,74.124,0,1,3,21.4,0,510.53,0.533,73.02,711,3,Agent,11,2000,250,800
2024-06-22,Leh,34.1526,77.5771,1,6,5,19.8,0,363.95,0.529,104.83,38,1,Kiosk,13,600,90,220
2025-04-28,Jaipur,26.9124,75.7873,0,4,0,33.7,0,770.0,0.138,61.83,808,2,Web,26,1500,180,600
2024-08-22,Varanasi,25.3176,82.9739,0,8,3,32.0,0,184.06,-0.247,42.75,424,2,Kiosk,5,1400,160,500
2025-05-22,Goa,15.2993,74.124,0,5,3,37.9,0,687.25,0.075,79.2,1007,2,App,5,2000,250,800
2024-10-11,Manali,32.2432,77.1892,0,10,4,8.0,1,304.49,-0.014,57.17,634,3,Web,7,1200,140,450
2025-03-20,Agra,27.1767,78.0081,0,3,3,25.4,0,324.96,-0.738,67.45,457,1,Web,9,1300,150,550
2024-04-10,Kerala,10.8505,76.2711,0,4,2,34.2,0,184.7,0.156,71.89,597,3,Kiosk,6,1700,220,700
2025-04-23,Goa,15.2993,74.124,0,4,2,34.6,0,983.33,-0.477,81.32,1063,2,Agent,16,2000,250,800
2025-07-09,Leh,34.1526,77.5771,0,7,2,18.7,0,231.34,-0.637,86.19,401,2,Web,9,600,90,220
2025-06-04,Goa,15.2993,74.124,0,6,2,41.6,0,282.14,0.133,77.44,765,2,App,25,2000,250,800
2025-04-08,Andaman,11.7401,92.6586,0,4,1,33.4,0,424.02,0.28,92.26,865,2,App,10,900,120,300
2025-09-07,Leh,34.1526,77.5771,1,9,6,9.4,0,504.66,-0.335,95.45,439,1,Agent,2,600,90,220
2025-10-01,Leh,34.1526,77.5771,0,10,2,3.8,0,831.57,0.442,99.22,465,1,Agent,6,600,90,220
2025-05-03,Varanasi,25.3176,82.9739,1,5,5,35.4,0,193.15,-0.586,54.24,713,2,App,1,1400,160,500
2024-02-22,Varanasi,25.3176,82.9739,0,2,3,21.9,0,483.64,-0.283,52.16,541,2,Web,27,1400,160,500
2025-02-09,Kerala,10.8505,76.2711,1,2,6,24.3,0,112.3,0.448,78.88,787,2,Agent,20,1700,220,700
2025-08-08,Kerala,10.8505,76.2711,0,8,4,36.6,1,327.55,0.613,58.99,404,2,Kiosk,4,1700,220,700
2025-03-28,Kerala,10.8505,76.2711,0,3,4,28.7,0,541.69,-0.551,73.71,537,1,Agent,7,1700,220,700
2024-02-18,Andaman,11.7401,92.6586,1,2,6,23.7,0,600.12,0.565,98.4,819,3,App,6,900,120,300
2025-09-04,Manali,32.2432,77.1892,0,9,3,16.5,1,494.28,-1.0,66.46,214,1,Web,3,1200,140,450
2025-04-05,Agra,27.1767,78.0081,1,4,5,32.0,0,280.92,0.426,62.55,487,1,App,9,1300,150,550
2024-06-30,Jaipur,26.9124,75.7873,1,6,6,36.2,0,685.17,0.283,52.34,763,4,Kiosk,8,1500,180,600
2025-08-31,Andaman,11.7401,92.6586,1,8,6,32.6,0,274.29,0.113,90.57,540,3,Kiosk,5,900,120,300
2024-08-16,Kerala,10.8505,76.2711,0,8,4,34.5,0,241.87,0.537,70.82,462,3,Web,13,1700,220,700
2025-03-29,Manali,32.2432,77.1892,1,3,5,13.7,0,315.55,-0.436,81.96,406,3,Agent,21,1200,140,450
2025-07-09,Leh,34.1526,77.5771,0,7,2,19.0,0,720.82,0.672,97.6,265,3,Web,2,600,90,220
2024-09-05,Manali,32.2432,77.1892,0,9,3,14.5,0,145.69,-0.437,63.97,356,2,Kiosk,34,1200,140,450
2024-05-27,Manali,32.2432,77.1892,0,5,0,22.1,0,105.24,-0.215,68.82,505,1,Web,8,1200,140,450
2025-05-28,Leh,34.1526,77.5771,0,5,2,17.8,0,380.83,-0.256,98.5,407,1,Kiosk,2,600,90,220
2024-05-31,Manali,32.2432,77.1892,0,5,4,22.5,0,590.55,0.246,70.14,703,2,App,8,1200,140,450
2025-08-16,Varanasi,25.3176,82.9739,1,8,5,30.9,0,199.02,0.809,48.29,269,2,App,4,1400,160,500
2024-09-22,Kerala,10.8505,76.2711,1,9,6,28.9,0,402.15,0.502,62.82,683,2,App,13,1700,220,700
2024-11-17,Varanasi,25.3176,82.9739,1,11,6,17.1,0,306.4,-0.202,47.83,519,2,Web,13,1400,160,500
2025-08-30,Varanasi,25.3176,82.9739,1,8,5,33.2,0,438.74,-0.152,45.0,440,2,Agent,1,1400,160,500
2025-04-06,Leh,34.1526,77.5771,1,4,6,14.1,1,1691.43,0.119,101.82,794,1,Web,3,600,90,220
2025-08-09,Kerala,10.8505,76.2711,1,8,5,34.3,0,757.22,1.0,60.25,598,2,Agent,3,1700,220,700
2024-04-01,Goa,15.2993,74.124,0,4,0,35.3,0,315.02,0.129,84.24,904,1,Agent,13,2000,250,800
2024-07-06,Jaipur,26.9124,75.7873,1,7,5,36.8,0,327.23,0.89,67.39,335,3,Kiosk,3,1500,180,600
2024-12-17,Leh,34.1526,77.5771,0,12,1,-0.5,0,99.47,-0.869,89.76,106,3,App,10,600,90,220
2025-01-31,Agra,27.1767,78.0081,0,1,4,19.8,0,158.93,0.525,54.37,717,2,Web,1,1300,150,550
2025-08-27,Agra,27.1767,78.0081,0,8,2,30.8,1,532.33,0.448,56.25,723,2,App,7,1300,150,550
2024-11-10,Kerala,10.8505,76.2711,1,11,6,22.1,0,315.97,0.103,57.65,613,2,Kiosk,9,1700,220,700
2024-06-22,Manali,32.2432,77.1892,1,6,5,25.2,1,612.85,0.578,71.14,604,2,Agent,40,1200,140,450
2025-08-15,Kerala,10.8505,76.2711,0,8,4,32.8,1,357.95,-0.1,65.79,732,1,Web,10,1700,220,700
2025-04-06,Andaman,11.7401,92.6586,1,4,6,35.1,0,566.88,0.714,77.53,2,2,Kiosk,1,900,120,300
2024-10-19,Goa,15.2993,74.124,1,10,5,26.6,0,123.79,0.199,91.47,656,3,Web,25,2000,250,800
2024-09-07,Jaipur,26.9124,75.7873,1,9,5,27.7,0,304.71,0.19,62.28,333,2,Kiosk,27,1500,180,600
2024-01-31,Varanasi,25.3176,82.9739,0,1,2,19.0,0,347.07,0.074,51.03,352,1,Web,1,1400,160,500
2024-01-06,Jaipur,26.9124,75.7873,1,1,5,17.6,0,832.41,0.029,59.63,785,1,Web,14,1500,180,600
2025-05-23,Manali,32.2432,77.1892,0,5,4,24.0,0,646.83,0.579,76.39,502,1,Web,6,1200,140,450
2024-03-30,Goa,15.2993,74.124,1,3,5,30.1,0,325.0,0.871,82.52,907,3,Agent,32,2000,250,800
2024-04-30,Leh,34.1526,77.5771,0,4,1,13.1,0,44.86,0.206,97.16,389,1,Web,20,600,90,220
2024-12-12,Varanasi,25.3176,82.9739,0,12,3,19.5,0,88.3,0.84,34.37,756,3,App,3,1400,160,500
2024-01-15,Agra,27.1767,78.0081,0,1,0,19.0,0,137.0,0.64,59.96,449,3,Agent,24,1300,150,550
2024-11-22,Agra,27.1767,78.0081,0,11,4,17.5,0,160.68,-0.993,59.8,381,2,Kiosk,6,1300,150,550
2024-03-31,Jaipur,26.9124,75.7873,1,3,6,28.2,0,804.16,0.75,54.45,869,2,Web,4,1500,180,600
2025-04-15,Agra,27.1767,78.0081,0,4,1,31.8,0,501.68,-0.584,60.13,643,3,Kiosk,4,1300,150,550
2024-05-10,Jaipur,26.9124,75.7873,0,5,4,37.8,0,292.15,0.933,62.89,498,2,Agent,10,1500,180,600
2024-10-29,Varanasi,25.3176,82.9739,0,10,1,21.7,0,275.94,0.85,48.9,601,2,App,6,1400,160,500
2025-10-01,Leh,34.1526,77.5771,0,10,2,4.6,0,553.85,-0.211,96.29,224,1,Kiosk,31,600,90,220
2025-06-13,Leh,34.1526,77.5771,0,6,4,18.7,0,1023.97,1.0,85.76,301,2,Kiosk,9,600,90,220
2024-05-19,Varanasi,25.3176,82.9739,1,5,6,33.6,0,815.96,0.891,35.3,254,2,Kiosk,24,1400,160,500
2025-06-13,Kerala,10.8505,76.2711,0,6,4,38.6,1,542.62,0.171,72.28,1026,2,Agent,7,1700,220,700
2025-08-21,Varanasi,25.3176,82.9739,0,8,3,33.3,0,1239.86,-0.314,54.09,800,1,Web,25,1400,160,500
2024-08-04,Kerala,10.8505,76.2711,1,8,6,36.2,1,1035.27,-0.497,73.0,1022,4,Kiosk,10,1700,220,700
2024-11-04,Agra,27.1767,78.0081,0,11,0,18.4,0,210.83,-0.485,44.86,344,2,App,15,1300,150,550
2024-03-07,Agra,27.1767,78.0081,0,3,3,28.5,0,906.43,-0.012,69.18,516,1,Web,10,1300,150,550
2025-02-02,Varanasi,25.3176,82.9739,1,2,6,22.1,0,230.6,-0.288,58.55,411,2,Kiosk,6,1400,160,500
2024-09-05,Leh,34.1526,77.5771,0,9,3,10.0,1,229.28,0.343,95.37,365,3,App,4,600,90,220
2024-02-06,Leh,34.1526,77.5771,0,2,1,5.4,0,516.21,0.214,93.8,327,2,App,14,600,90,220
2024-07-16,Manali,32.2432,77.1892,0,7,1,22.7,0,624.9,0.182,74.89,927,2,Web,6,1200,140,450
2025-02-26,Goa,15.2993,74.124,0,2,2,25.6,0,1044.95,0.715,68.93,660,2,Agent,3,2000,250,800
2025-09-20,Leh,34.1526,77.5771,1,9,5,9.0,1,84.24,-0.63,101.29,89,2,Web,4,600,90,220
2025-04-03,Agra,27.1767,78.0081,0,4,3,33.7,0,144.34,-0.577,58.76,541,3,Web,3,1300,150,550
2025-04-15,Manali,32.2432,77.1892,0,4,1,20.5,0,346.35,0.654,65.83,210,1,Web,3,1200,140,450
2025-05-05,Kerala,10.8505,76.2711,0,5,0,38.3,0,1357.86,-0.546,64.13,751,2,Web,9,1700,220,700
2024-11-14,Jaipur,26.9124,75.7873,0,11,3,16.4,0,308.03,1.0,68.52,762,2,Agent,22,1500,180,600
2025-08-21,Kerala,10.8505,76.2711,0,8,3,34.5,0,769.34,-0.64,57.08,678,2,Kiosk,6,1700,220,700
2024-05-24,Leh,34.1526,77.5771,0,5,4,19.6,0,224.74,0.853,86.02,283,1,Web,22,600,90,220
2024-07-20,Jaipur,26.9124,75.7873,1,7,5,37.1,0,246.85,0.893,60.53,559,1,Agent,8,1500,180,600
2025-07-17,Manali,32.2432,77.1892,0,7,3,21.1,0,271.01,0.51,76.91,462,2,App,4,1200,140,450
2025-04-15,Varanasi,25.3176,82.9739,0,4,1,31.5,0,478.13,0.37,52.01,456,1,App,3,1400,160,500
2024-12-13,Agra,27.1767,78.0081,0,12,4,16.7,0,109.25,0.158,60.57,269,2,App,15,1300,150,550
2024-04-22,Agra,27.1767,78.0081,0,4,0,34.7,0,629.36,0.607,57.13,580,2,Kiosk,10,1300,150,550
2025-05-04,Varanasi,25.3176,82.9739,1,5,6,35.5,0,125.26,0.944,43.29,483,3,App,2,1400,160,500
2025-09-11,Goa,15.2993,74.124,0,9,3,30.4,1,193.41,-0.31,85.64,409,3,Kiosk,5,2000,250,800
2025-09-24,Varanasi,25.3176,82.9739,0,9,2,27.9,1,376.59,0.035,43.13,201,2,Kiosk,34,1400,160,500
2025-03-13,Leh,34.1526,77.5771,0,3,3,10.7,1,728.94,-0.365,90.55,191,3,Kiosk,2,600,90,220
2025-06-20,Jaipur,26.9124,75.7873,0,6,4,40.0,0,140.76,-0.36,79.49,852,2,App,5,1500,180,600
2024-03-13,Kerala,10.8505,76.2711,0,3,2,29.6,0,17.97,-0.435,78.73,368,2,Agent,7,1700,220,700
2024-10-06,Goa,15.2993,74.124,1,10,6,26.6,0,1579.13,-0.077,71.25,698,2,App,3,2000,250,800
2024-05-22,Varanasi,25.3176,82.9739,0,5,2,34.5,0,722.77,0.19,50.17,760,1,Web,9,1400,160,500
2024-12-15,Leh,34.1526,77.5771,1,12,6,1.5,1,704.31,0.847,98.16,508,3,Kiosk,6,600,90,220
2025-06-04,Leh,34.1526,77.5771,0,6,2,19.5,0,594.43,-0.061,95.44,564,3,App,8,600,90,220
2025-09-25,Andaman,11.7401,92.6586,0,9,3,29.1,0,164.65,-0.038,86.85,376,3,App,7,900,120,300
2024-04-01,Andaman,11.7401,92.6586,0,4,0,34.2,0,201.55,-0.008,99.78,525,3,Kiosk,1,900,120,300
2025-04-19,Andaman,11.7401,92.6586,1,4,5,31.7,0,411.42,0.163,99.58,597,2,App,11,900,120,300
2025-06-07,Goa,15.2993,74.124,1,6,5,37.6,0,171.37,-0.458,71.61,840,2,Kiosk,1,2000,250,800
2024-01-29,Andaman,11.7401,92.6586,0,1,0,19.1,0,607.42,-0.238,75.84,60,2,Agent,18,900,120,300
2025-03-13,Leh,34.1526,77.5771,0,3,3,12.2,0,57.11,0.053,95.74,482,2,Agent,3,600,90,220
2025-05-05,Leh,34.1526,77.5771,0,5,0,20.3,0,188.58,0.641,93.46,0,2,Agent,1,600,90,220
2025-02-26,Agra,27.1767,78.0081,0,2,2,22.7,0,253.7,-0.006,52.46,301,3,App,5,1300,150,550
2024-01-10,Leh,34.1526,77.5771,0,1,2,2.2,0,297.55,0.382,99.43,297,1,Kiosk,1,600,90,220
2025-05-05,Andaman,11.7401,92.6586,0,5,0,36.3,0,154.31,0.714,92.48,90,1,Agent,17,900,120,300
2025-06-01,Jaipur,26.9124,75.7873,1,6,6,39.4,0,166.05,0.342,67.55,827,3,Agent,6,1500,180,600
2025-03-08,Jaipur,26.9124,75.7873,1,3,5,28.9,0,573.87,1.0,59.58,741,1,Kiosk,1,1500,180,600
2024-12-18,Goa,15.2993,74.124,0,12,2,20.3,0,190.51,-0.439,86.77,677,2,Web,17,2000,250,800
2025-06-06,Manali,32.2432,77.1892,0,6,4,23.2,0,175.84,-0.146,67.64,779,2,Web,11,1200,140,450
2025-08-17,Andaman,11.7401,92.6586,1,8,6,33.9,0,259.0,0.477,96.31,377,1,Web,6,900,120,300
2024-11-20,Manali,32.2432,77.1892,0,11,2,7.8,0,148.19,0.197,72.89,247,3,App,64,1200,140,450
2025-01-04,Varanasi,25.3176,82.9739,1,1,5,18.8,0,513.68,-0.36,52.92,186,2,Kiosk,18,1400,160,500
2024-01-15,Agra,27.1767,78.0081,0,1,0,17.6,0,264.07,0.256,42.61,181,1,Agent,5,1300,150,550
2025-05-25,Andaman,11.7401,92.6586,1,5,6,36.0,0,390.17,-0.076,86.17,833,2,App,11,900,120,300
2025-05-15,Leh,34.1526,77.5771,0,5,3,18.7,0,132.31,0.33,96.14,420,3,Web,23,600,90,220
2025-05-21,Kerala,10.8505,76.2711,0,5,2,37.2,0,589.63,0.628,74.42,629,1,App,19,1700,220,700
2025-02-03,Manali,32.2432,77.1892,0,2,0,11.1,0,457.93,1.0,70.6,382,2,Agent,8,1200,140,450
2024-02-23,Varanasi,25.3176,82.9739,0,2,4,20.5,0,185.05,1.0,45.84,643,3,App,11,1400,160,500
2025-01-01,Jaipur,26.9124,75.7873,0,1,2,17.2,0,983.61,-0.19,64.05,828,2,App,27,1500,180,600
2024-06-11,Andaman,11.7401,92.6586,0,6,1,40.6,1,594.39,-0.659,83.2,437,2,App,10,900,120,300
2024-01-14,Goa,15.2993,74.124,1,1,6,22.3,0,438.76,0.276,76.1,902,2,App,6,2000,250,800
2024-02-23,Manali,32.2432,77.1892,0,2,4,8.3,0,288.37,-0.53,73.36,204,3,App,8,1200,140,450
2025-08-26,Varanasi,25.3176,82.9739,0,8,1,30.2,0,351.84,0.105,48.45,537,4,Agent,2,1400,160,500
2025-04-26,Manali,32.2432,77.1892,1,4,5,23.9,0,395.75,-0.882,71.93,849,2,App,7,1200,140,450
2024-08-20,Andaman,11.7401,92.6586,0,8,1,33.7,0,881.06,-0.125,90.03,434,3,Agent,4,900,120,300
2024-06-20,Goa,15.2993,74.124,0,6,3,40.7,0,266.28,-0.424,80.33,659,1,Agent,2,2000,250,800
2025-04-09,Andaman,11.7401,92.6586,0,4,2,33.2,1,772.69,0.637,82.39,92,2,Web,16,900,120,300
2024-11-23,Kerala,10.8505,76.2711,1,11,5,21.2,0,79.98,-0.082,68.7,642,1,Web,10,1700,220,700
2025-03-02,Agra,27.1767,78.0081,1,3,6,26.3,0,1115.95,-0.881,56.99,676,2,Web,14,1300,150,550
2024-10-05,Varanasi,25.3176,82.9739,1,10,5,21.6,0,387.49,0.26,53.7,344,2,App,5,1400,160,500
2024-03-12,Goa,15.2993,74.124,0,3,1,28.7,0,367.85,0.043,78.26,752,2,App,11,2000,250,800
2025-05-27,Agra,27.1767,78.0081,0,5,1,37.0,0,400.9,0.093,56.1,970,4,App,16,1300,150,550
2025-08-02,Agra,27.1767,78.0081,1,8,5,32.2,0,159.19,0.017,45.45,648,3,Agent,8,1300,150,550
2025-07-17,Goa,15.2993,74.124,0,7,3,38.2,0,178.9,0.884,81.64,630,2,Agent,43,2000,250,800
2024-02-16,Leh,34.1526,77.5771,0,2,4,6.9,0,486.96,0.707,96.18,792,3,Web,10,600,90,220
2024-12-12,Goa,15.2993,74.124,0,12,3,20.8,0,230.33,0.455,70.89,889,3,Agent,1,2000,250,800
2024-11-28,Goa,15.2993,74.124,0,11,3,20.9,0,448.45,-0.333,88.65,571,1,Kiosk,7,2000,250,800
2024-10-30,Agra,27.1767,78.0081,0,10,2,23.8,0,337.07,-0.255,63.51,211,2,Kiosk,13,1300,150,550
2025-02-05,Manali,32.2432,77.1892,0,2,2,9.7,0,205.98,-0.45,66.59,128,2,Agent,4,1200,140,450
2024-11-16,Leh,34.1526,77.5771,1,11,5,1.5,0,263.85,-0.022,82.33,402,2,Web,12,600,90,220
2024-10-03,Varanasi,25.3176,82.9739,0,10,3,22.4,1,478.93,0.16,49.83,395,2,App,28,1400,160,500
2024-01-27,Jaipur,26.9124,75.7873,1,1,5,19.3,0,522.27,0.943,59.66,1079,1,Web,1,1500,180,600
2025-01-11,Agra,27.1767,78.0081,1,1,5,18.2,0,179.44,0.157,54.95,492,1,App,18,1300,150,550
2025-05-17,Kerala,10.8505,76.2711,1,5,5,37.7,0,378.96,-0.229,74.55,895,1,App,10,1700,220,700
2025-01-13,Goa,15.2993,74.124,0,1,0,21.9,0,668.84,1.0,88.2,1158,1,Web,26,2000,250,800
2025-01-11,Manali,32.2432,77.1892,1,1,5,5.9,0,502.84,-0.237,61.31,421,2,Web,1,1200,140,450
2025-05-20,Agra,27.1767,78.0081,0,5,1,37.0,0,624.72,0.214,55.57,757,1,Web,29,1300,150,550
2025-03-05,Andaman,11.7401,92.6586,0,3,2,28.1,0,234.88,0.1,89.98,347,3,App,5,900,120,300
2024-07-11,Jaipur,26.9124,75.7873,0,7,3,35.9,0,481.9,-0.218,67.91,928,3,App,14,1500,180,600
2024-01-20,Andaman,11.7401,92.6586,1,1,5,18.6,0,441.28,0.747,76.49,729,3,Agent,20,900,120,300
2025-03-27,Jaipur,26.9124,75.7873,0,3,3,29.3,0,224.05,0.529,71.38,885,1,Web,15,1500,180,600
2025-02-05,Manali,32.2432,77.1892,0,2,2,10.5,0,421.0,0.211,56.35,240,2,App,11,1200,140,450
2024-05-23,Goa,15.2993,74.124,0,5,3,38.7,0,401.72,0.47,74.03,548,2,App,1,2000,250,800
2024-02-02,Jaipur,26.9124,75.7873,0,2,4,23.1,0,408.78,-1.0,59.79,330,2,Kiosk,4,1500,180,600
2024-08-07,Varanasi,25.3176,82.9739,0,8,2,33.9,0,209.46,0.812,40.47,168,2,Agent,20,1400,160,500
2025-01-10,Goa,15.2993,74.124,0,1,4,21.1,0,531.84,-0.215,81.17,506,2,App,19,2000,250,800
2025-08-21,Kerala,10.8505,76.2711,0,8,3,35.1,0,309.16,0.618,65.5,438,3,App,20,1700,220,700
2024-08-13,Leh,34.1526,77.5771,0,8,1,17.3,0,694.45,0.818,100.94,137,2,Agent,10,600,90,220
2025-01-29,Goa,15.2993,74.124,0,1,2,23.8,0,286.55,-0.049,75.18,378,2,Kiosk,15,2000,250,800
2024-05-02,Manali,32.2432,77.1892,0,5,3,21.7,0,94.29,0.21,73.57,666,2,Web,3,1200,140,450
2025-07-02,Agra,27.1767,78.0081,0,7,2,35.3,0,335.28,-0.898,61.01,655,3,Agent,8,1300,150,550
